feature_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	pvalue	padj	stat	layer	significant	direction	comparison	reference	contrast	method	protein_label	protein_base	gene	feature_type	mapping_class	mapping_source	include_in_gene_level_concordance	protein_key
eIF4G-R-C	-0.31779436383782	-0.0134857741754317	-5.04580544127729	5.89741684390032e-07	2.46459211386879e-06	4.52383588156028	5.89741684390032e-07	2.46459211386879e-06	-5.04580544127729	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	eIF4G-R-C	eIF4G	EIF4G1	total	unique	curated_rppa_dict	TRUE	eif4g
PEA15-R-V	0.130605636192772	0.0465794116997645	4.988772127568	7.84576417034537e-07	3.23060877602456e-06	4.24845995259584	7.84576417034537e-07	3.23060877602456e-06	4.988772127568	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PEA15-R-V	PEA15	PEA15	total	unique	curated_rppa_dict	TRUE	pea15
GAPDH-M-C	-0.410103732245704	0.172996944487049	-4.97553411123933	8.37988286104652e-07	3.40053217549714e-06	4.18495621564666	8.37988286104652e-07	3.40053217549714e-06	-4.97553411123933	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	GAPDH-M-C	GAPDH	GAPDH	total	unique	curated_rppa_dict	TRUE	gapdh
4E-BP1_pT70-R-V	-0.132280410145316	0.0557792979019916	-4.97889648158284	8.94693492873785e-07	3.57877397149514e-06	4.2709086250761	8.94693492873785e-07	3.57877397149514e-06	-4.97889648158284	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	4E-BP1_pT70-R-V	4E-BP1_pT70		phospho	unmapped		FALSE	4ebp1pt70
c-Met_pY1235-R-C	-0.132570316228843	-0.0390960186296296	-4.89454717723964	1.25716999464271e-06	4.95785349999941e-06	3.80957472977831	1.25716999464271e-06	4.95785349999941e-06	-4.89454717723964	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	c-Met_pY1235-R-C	c-Met_pY1235		phospho	unmapped		FALSE	cmetpy1235
53BP1-R-C	0.2549102080612	-0.0165803994549114	4.87365470575225	1.39229436861935e-06	5.41447810018637e-06	3.71127174328513	1.39229436861935e-06	5.41447810018637e-06	4.87365470575225	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	53BP1-R-C	53BP1	TP53BP1	total	unique	curated_rppa_dict	TRUE	53bp1
JNK_pT183_pY185-R-V	0.235333994619228	0.0101909380242857	4.88683950770216	1.56179237194333e-06	5.99043649512512e-06	3.87028826302491	1.56179237194333e-06	5.99043649512512e-06	4.88683950770216	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	JNK_pT183_pY185-R-V	JNK_pT183_pY185		phospho	unmapped		FALSE	jnkpt183py185
Smac-M-E	0.193454888808439	0.0744435391927002	4.83289367980034	1.68769195221455e-06	6.38586144081179e-06	3.51062346822118	1.68769195221455e-06	6.38586144081179e-06	4.83289367980034	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Smac-M-E	Smac	DIABLO	total	unique	curated_rppa_dict	TRUE	smac
53BP1-R-E	0.406205551043245	0.0814059184473684	4.89254691421825	2.1114978987331e-06	7.88292548860356e-06	3.88641133056904	2.1114978987331e-06	7.88292548860356e-06	4.89254691421825	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	53BP1-R-E	53BP1	TP53BP1	total	unique	curated_rppa_dict	TRUE	53bp1
A-Raf_pS299-R-C	-0.137064886673163	0.0190720445019622	-4.7622373775066	2.37187529000312e-06	8.73848791053782e-06	3.18334541415294	2.37187529000312e-06	8.73848791053782e-06	-4.7622373775066	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	A-Raf_pS299-R-C	A-Raf_pS299		phospho	unmapped		FALSE	arafps299
PTEN-R-V	0.187849058061069	0.0402012145474882	4.72699439346411	2.80617219152036e-06	1.02042625146195e-05	3.02177863988736	2.80617219152036e-06	1.02042625146195e-05	4.72699439346411	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PTEN-R-V	PTEN	PTEN	total	unique	curated_rppa_dict	TRUE	pten
Raptor-R-V	0.142409749270754	0.0432449110066719	4.68767732903048	3.38087023031764e-06	1.21364572370377e-05	2.84285542120516	3.38087023031764e-06	1.21364572370377e-05	4.68767732903048	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Raptor-R-V	Raptor	RPTOR	total	unique	curated_rppa_dict	TRUE	raptor
S6_pS235_S236-R-V	-0.318547106936521	0.0732517196903454	-4.68282751913954	3.45914822773761e-06	1.22602721995764e-05	2.82088162473724	3.45914822773761e-06	1.22602721995764e-05	-4.68282751913954	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	S6_pS235_S236-R-V	S6_pS235_S236		phospho	unmapped		FALSE	s6ps235s236
Chk1-R-V	-0.12204911260116	0.0317813440707196	-4.64073442500067	4.70033985270659e-06	1.64511894844731e-05	2.75889602910105	4.70033985270659e-06	1.64511894844731e-05	-4.64073442500067	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Chk1-R-V	Chk1	CHEK1	total	unique	curated_rppa_dict	TRUE	chk1
PARP_cleaved-M-E	-0.115613605255086	-0.0295743725820253	-4.61072597995229	4.84968466911074e-06	1.67643420660618e-05	2.49670650375523	4.84968466911074e-06	1.67643420660618e-05	-4.61072597995229	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PARP_cleaved-M-E	PARP_cleaved		modified	unmapped		FALSE	parpcleaved
ACC1-R-C	0.348909147579331	0.0572368331352657	4.60527783970266	4.99787026541137e-06	1.70658984672583e-05	2.48328428378	4.99787026541137e-06	1.70658984672583e-05	4.60527783970266	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ACC1-R-C	ACC1	ACACA	total	unique	curated_rppa_dict	TRUE	acc1
JNK_pT183_pY185-R-C	0.209864323305539	0.0239158353560794	4.60789571754616	5.46328435080817e-06	1.84303568460998e-05	2.61460622841734	5.46328435080817e-06	1.84303568460998e-05	4.60789571754616	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	JNK_pT183_pY185-R-C	JNK_pT183_pY185		phospho	unmapped		FALSE	jnkpt183py185
Collagen_VI-R-V	0.49198658669998	0.232187215857535	4.58237504774967	5.53195916395302e-06	1.84398638798434e-05	2.37052673158674	5.53195916395302e-06	1.84398638798434e-05	4.58237504774967	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Collagen_VI-R-V	Collagen_VI		total	ambiguous_or_pan	curated_ambiguous_or_pan	FALSE	collagenvi
Transglutaminase-M-V	-0.126694378845918	0.0233992834038461	-4.55348576144878	6.32147647694103e-06	2.08236872181587e-05	2.24270055355566	6.32147647694103e-06	2.08236872181587e-05	-4.55348576144878	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Transglutaminase-M-V	Transglutaminase		total	ambiguous_or_pan	curated_ambiguous_or_pan	FALSE	transglutaminase
Annexin-1-M-E	-0.261036712250523	0.142267608212323	-4.50430380035564	7.92013666979039e-06	2.57864914830385e-05	2.02682877177484	7.92013666979039e-06	2.57864914830385e-05	-4.50430380035564	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Annexin-1-M-E	Annexin-1	ANXA1	total	unique	curated_rppa_dict	TRUE	annexin1
Akt_pT308-R-V	-0.274851921946158	0.22849076891405	-4.41728102243609	1.17420648551441e-05	3.77905535567856e-05	1.65025800282219	1.17420648551441e-05	3.77905535567856e-05	-4.41728102243609	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Akt_pT308-R-V	Akt_pT308		phospho	unmapped		FALSE	aktpt308
SLC1A5-R-C	-0.24349092582485	0.0175753720396389	-4.41315649246888	1.1961308044324e-05	3.80587074137581e-05	1.63258146859455	1.1961308044324e-05	3.80587074137581e-05	-4.41315649246888	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	SLC1A5-R-C	SLC1A5		total	unmapped		FALSE	slc1a5
Tuberin-R-E	0.262858233480237	0.00028840047368425	4.4551566671853	1.42699760294374e-05	4.48943066094658e-05	2.05048025787207	1.42699760294374e-05	4.48943066094658e-05	4.4551566671853	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Tuberin-R-E	Tuberin	TSC2	total	unique	curated_rppa_dict	TRUE	tuberin
MYH11-R-V	0.70496792542934	0.369835336230377	4.28658731457343	2.09503083784045e-05	6.51787371772585e-05	1.09770748697219	2.09503083784045e-05	6.51787371772585e-05	4.28658731457343	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	MYH11-R-V	MYH11	MYH11	total	unique	curated_rppa_dict	TRUE	myh11
S6_pS240_S244-R-V	-0.248795131870506	0.0247686703465463	-4.2543042593173	2.41158707811252e-05	7.4202679326539e-05	0.963631516115927	2.41158707811252e-05	7.4202679326539e-05	-4.2543042593173	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	S6_pS240_S244-R-V	S6_pS240_S244		phospho	unmapped		FALSE	s6ps240s244
DIRAS3-M-E	0.131313050861799	0.0871362786204866	4.24964687066634	2.46085945163146e-05	7.48957224409576e-05	0.944367763988512	2.46085945163146e-05	7.48957224409576e-05	4.24964687066634	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	DIRAS3-M-E	DIRAS3	DIRAS3	total	unique	curated_rppa_dict	TRUE	diras3
CD31-M-V	-0.189805009598775	-0.160403511896782	-4.21531093815612	2.8548950548887e-05	8.59538296095521e-05	0.802964051827519	2.8548950548887e-05	8.59538296095521e-05	-4.21531093815612	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	CD31-M-V	CD31	PECAM1	total	unique	curated_rppa_dict	TRUE	cd31
ENY2-M-V	-0.19257911195263	-0.0658081139556515	-4.21064006823034	2.91293094865505e-05	8.67681559173846e-05	0.78381208763595	2.91293094865505e-05	8.67681559173846e-05	-4.21064006823034	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ENY2-M-V	ENY2	ENY2	total	unique	curated_rppa_dict	TRUE	eny2
Myosin-IIa-R-C	-0.143114534247162	-0.100371247074176	-4.12482358201034	4.2017553915779e-05	0.000123841211541243	0.435516822925254	4.2017553915779e-05	0.000123841211541243	-4.12482358201034	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Myosin-IIa-R-C	Myosin-IIa	MYH9	total	unique	curated_rppa_dict	TRUE	myosiniia
VEGFR2-R-V	0.306307072374329	0.0984440557105264	4.15869619132734	4.835126067412e-05	0.000140170881273818	0.88553396645066	4.835126067412e-05	0.000140170881273818	4.15869619132734	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	VEGFR2-R-V	VEGFR2	KDR	total	unique	curated_rppa_dict	TRUE	vegfr2
AMPK_pT172-R-V	0.203080671193642	0.0545385519894035	4.09050468331464	4.85591981555728e-05	0.000140170881273818	0.298132732743794	4.85591981555728e-05	0.000140170881273818	4.09050468331464	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	AMPK_pT172-R-V	AMPK_pT172		phospho	unmapped		FALSE	ampkpt172
4E-BP1_pT37_T46-R-V	-0.237917449442377	0.112715403833203	-3.96540416115177	8.15710632999776e-05	0.000233060180857079	-0.193431807346325	8.15710632999776e-05	0.000233060180857079	-3.96540416115177	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	4E-BP1_pT37_T46-R-V	4E-BP1_pT37_T46		phospho	unmapped		FALSE	4ebp1pt37t46
XRCC1-R-E	0.167626555064454	-0.0440265983105263	4.0134078038228	8.59441535250339e-05	0.000243074373606157	0.33899903829326	8.59441535250339e-05	0.000243074373606157	4.0134078038228	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	XRCC1-R-E	XRCC1	XRCC1	total	unique	curated_rppa_dict	TRUE	xrcc1
MIG-6-M-V	-0.0798089388206799	0.0546337113583203	-3.91927641532236	9.84210663117125e-05	0.000275578985672795	-0.371018083871578	9.84210663117125e-05	0.000275578985672795	-3.91927641532236	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	MIG-6-M-V	MIG-6	ERRFI1	total	unique	curated_rppa_dict	TRUE	mig6
XRCC1-R-C	0.0681087324371019	0.0420829862487923	3.86418579288779	0.000123166148029169	0.000341450707407598	-0.567475302082189	0.000123166148029169	0.000341450707407598	3.86418579288779	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	XRCC1-R-C	XRCC1	XRCC1	total	unique	curated_rppa_dict	TRUE	xrcc1
Rab11-R-E	0.213417125783772	0.106997096275157	3.86357735994415	0.000127162032911461	0.000349072247207933	-0.465584678848828	0.000127162032911461	0.000349072247207933	3.86357735994415	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Rab11-R-E	Rab11		total	ambiguous_or_pan	curated_ambiguous_or_pan	FALSE	rab11
4E-BP1-R-V	-0.195977382396359	0.105544483844192	-3.8135574434811	0.000150287568355816	0.000408548729510955	-0.770546855344448	0.000150287568355816	0.000408548729510955	-3.8135574434811	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	4E-BP1-R-V	4E-BP1	EIF4EBP1	total	unique	curated_rppa_dict	TRUE	4ebp1
Akt-R-V	0.186000437731495	-0.086981481605573	3.80491830230585	0.000155509336701095	0.000418678983426025	-0.80273451715764	0.000155509336701095	0.000418678983426025	3.80491830230585	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Akt-R-V	Akt		total	ambiguous_or_pan	curated_ambiguous_or_pan	FALSE	akt
Myosin-IIa_pS1943-R-V	-0.166973498735109	-0.067067996160518	-3.79334503411199	0.000162773217371695	0.000434061912991186	-0.845744808892737	0.000162773217371695	0.000434061912991186	-3.79334503411199	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Myosin-IIa_pS1943-R-V	Myosin-IIa_pS1943		phospho	unmapped		FALSE	myosiniiaps1943
Rad50-M-V	0.181590880240463	0.0201137477473684	3.84316911184857	0.000165359013042468	0.000436797392942367	-0.280453130903373	0.000165359013042468	0.000436797392942367	3.84316911184857	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Rad50-M-V	Rad50	RAD50	total	unique	curated_rppa_dict	TRUE	rad50
NF-kB-p65_pS536-R-C	-0.221634805405916	0.0160885241094976	-3.78484681124211	0.000168309561761636	0.00044043623638559	-0.877247418821303	0.000168309561761636	0.00044043623638559	-3.78484681124211	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	NF-kB-p65_pS536-R-C	NF-kB-p65_pS536		phospho	unmapped		FALSE	nfkbp65ps536
B-Raf_pS445-R-V	0.160581583452195	0.0223452045914443	3.77907327284025	0.000172171628215905	0.00044637088796716	-0.898611186775105	0.000172171628215905	0.00044637088796716	3.77907327284025	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	B-Raf_pS445-R-V	B-Raf_pS445		phospho	unmapped		FALSE	brafps445
Jak2-R-V	-0.126372032124153	-0.026425791383438	-3.76557493773312	0.00018152950141233	0.000466314315554609	-0.948437251725996	0.00018152950141233	0.000466314315554609	-3.76557493773312	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Jak2-R-V	Jak2	JAK2	total	unique	curated_rppa_dict	TRUE	jak2
MSH6-R-E	-0.359678639205757	0.112984606942105	-3.81346481834506	0.000184955824506688	0.000470796644198843	-0.386190940107927	0.000184955824506688	0.000470796644198843	-3.81346481834506	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	MSH6-R-E	MSH6	MSH6	total	unique	curated_rppa_dict	TRUE	msh6
A-Raf-R-V	0.109966318629969	-0.0106150931448195	3.74446379638466	0.000197131576183899	0.000497268840824251	-1.02602231750854	0.000197131576183899	0.000497268840824251	3.74446379638466	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	A-Raf-R-V	A-Raf	ARAF	total	unique	curated_rppa_dict	TRUE	araf
MAPK_pT202_Y204-R-V	0.345629823117729	0.0398475396456044	3.72553990150603	0.000212182626686684	0.00053045656671671	-1.09521427869032	0.000212182626686684	0.00053045656671671	3.72553990150603	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	MAPK_pT202_Y204-R-V	MAPK_pT202_Y204		phospho	unmapped		FALSE	mapkpt202y204
Mre11-R-C	-0.111424127736287	-0.0854182881440345	-3.71724623265178	0.00021911426400815	0.000542937999312229	-1.1254328754968	0.00021911426400815	0.000542937999312229	-3.71724623265178	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Mre11-R-C	Mre11	MRE11	total	unique	curated_rppa_dict	TRUE	mre11
BRD4-R-V	-0.187261292503728	-0.0740090419925432	-3.68391975312064	0.000249174342727268	0.000612007157575747	-1.24620996896614	0.000249174342727268	0.000612007157575747	-3.68391975312064	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	BRD4-R-V	BRD4	BRD4	total	unique	curated_rppa_dict	TRUE	brd4
PKC-alpha_pS657-R-V	-0.134031733014703	0.0143472923148148	-3.59880325752428	0.000345135300140773	0.000840329426429708	-1.5363718126698	0.000345135300140773	0.000840329426429708	-3.59880325752428	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PKC-alpha_pS657-R-V	PKC-alpha_pS657		phospho	unmapped		FALSE	pkcalphaps657
FOXO3a_pS318_S321-R-C	-0.0630677356228952	0.015276716627551	-3.56838674134191	0.000386150075847669	0.000932086389977133	-1.6568293529891	0.000386150075847669	0.000932086389977133	-3.56838674134191	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	FOXO3a_pS318_S321-R-C	FOXO3a_pS318_S321		phospho	unmapped		FALSE	foxo3aps318s321
Rb-M-E	0.10548570467675	0.0679788286518838	3.54694677560737	0.000418309652694575	0.00100108292952548	-1.73164759332437	0.000418309652694575	0.00100108292952548	3.54694677560737	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Rb-M-E	Rb	RB1	total	unique	curated_rppa_dict	TRUE	rb
p90RSK-R-C	-0.112116878329226	0.0159746571134223	-3.48545823874854	0.000524994479312059	0.00124574961192692	-1.94381652966571	0.000524994479312059	0.00124574961192692	-3.48545823874854	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p90RSK-R-C	p90RSK	RPS6KA1	total	unique	curated_rppa_dict	TRUE	p90rsk
AMPK_alpha-R-C	0.0961801448014456	0.0234891759493721	3.4784652117582	0.000538620369399066	0.00126734204564486	-1.96772016144165	0.000538620369399066	0.00126734204564486	3.4784652117582	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	AMPK_alpha-R-C	AMPK_alpha		total	ambiguous_or_pan	curated_ambiguous_or_pan	FALSE	ampkalpha
c-Myc-R-C	-0.119445718551881	-0.00243543952629512	-3.4697541484186	0.000556055850008139	0.00129746365001899	-1.99743175445343	0.000556055850008139	0.00129746365001899	-3.4697541484186	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	c-Myc-R-C	c-Myc	MYC	total	unique	curated_rppa_dict	TRUE	cmyc
CD26-R-V	0.0857049918074556	-0.0154214239289638	3.46253331189873	0.000570906542931311	0.0013211060497584	-2.02200612067162	0.000570906542931311	0.0013211060497584	3.46253331189873	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	CD26-R-V	CD26	DPP4	total	unique	curated_rppa_dict	TRUE	cd26
Chk1-R-C	-0.141174848543619	0.0300668513004587	-3.45413997639052	0.000662890094905563	0.00152138710306195	-1.60092717867901	0.000662890094905563	0.00152138710306195	-3.45413997639052	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Chk1-R-C	Chk1	CHEK1	total	unique	curated_rppa_dict	TRUE	chk1
p70S6K-R-V	0.179254284109617	0.0143549804156201	3.4167868644077	0.000673933335408606	0.00153415718629601	-2.17654695060019	0.000673933335408606	0.00153415718629601	3.4167868644077	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p70S6K-R-V	p70S6K	RPS6KB1	total	unique	curated_rppa_dict	TRUE	p70s6k
B-Raf-M-C	0.298380643224625	0.0681965187263158	3.37384186328139	0.000897882386977943	0.00202747635769213	-1.86748019520467	0.000897882386977943	0.00202747635769213	3.37384186328139	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	B-Raf-M-C	B-Raf	BRAF	total	unique	curated_rppa_dict	TRUE	braf
4E-BP1_pT70-R-C	-0.170658914262064	0.0849734507683486	-3.3577937435011	0.000926639455142321	0.0020756723795188	-1.912796051374	0.000926639455142321	0.0020756723795188	-3.3577937435011	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	4E-BP1_pT70-R-C	4E-BP1_pT70		phospho	unmapped		FALSE	4ebp1pt70
Tuberin_pT1462-R-V	0.112929867465453	0.0576985661463893	3.26440900826374	0.00115559384246337	0.00256798631658526	-2.67699944127698	0.00115559384246337	0.00256798631658526	3.26440900826374	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Tuberin_pT1462-R-V	Tuberin_pT1462		phospho	unmapped		FALSE	tuberinpt1462
EGFR_pY1068-R-C	-0.232387164885765	0.211206227295526	-3.23862068336418	0.00126343935292578	0.00278553558125368	-2.75951257746305	0.00126343935292578	0.00278553558125368	-3.23862068336418	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	EGFR_pY1068-R-C	EGFR_pY1068		phospho	unmapped		FALSE	egfrpy1068
ADAR1-M-V	-0.13786957296985	-0.0468053422711931	-3.23549763646412	0.00127711397845528	0.00279368682787093	-2.76946219513438	0.00127711397845528	0.00279368682787093	-3.23549763646412	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ADAR1-M-V	ADAR1	ADAR	total	unique	curated_rppa_dict	TRUE	adar1
Akt_pS473-R-V	-0.260566640113398	0.237864914760204	-3.21706991801046	0.00136062926580883	0.00295330383276334	-2.82798135126534	0.00136062926580883	0.00295330383276334	-3.21706991801046	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Akt_pS473-R-V	Akt_pS473		phospho	unmapped		FALSE	aktps473
Bcl-xL-R-C	0.0735556170653409	0.0135540261377171	3.22221882458925	0.00137521204330807	0.002961995170202	-2.60904057973611	0.00137521204330807	0.002961995170202	3.22221882458925	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Bcl-xL-R-C	Bcl-xL	BCL2L1	total	unique	curated_rppa_dict	TRUE	bclxl
COG3-R-V	0.136210034589727	-0.169395449774333	3.13971405736332	0.00176927312884167	0.00378165248912724	-3.07010071668161	0.00176927312884167	0.00378165248912724	3.13971405736332	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	COG3-R-V	COG3	COG3	total	unique	curated_rppa_dict	TRUE	cog3
Chk1-R-E	-0.0993585197428728	-0.00340028284736842	-3.14233843261335	0.00194368850443161	0.00412297561546098	-2.58290475637161	0.00194368850443161	0.00412297561546098	-3.14233843261335	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Chk1-R-E	Chk1	CHEK1	total	unique	curated_rppa_dict	TRUE	chk1
TIGAR-R-V	-0.0563324161799491	0.0166986140843799	-3.07966987023129	0.00216140612068052	0.00455032867511688	-3.25409641121353	0.00216140612068052	0.00455032867511688	-3.07966987023129	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	TIGAR-R-V	TIGAR	TIGAR	total	unique	curated_rppa_dict	TRUE	tigar
